status,reason,product_id,slug,title,old_emart_ingredients,new_emart_ingredients,old_emart_how_to_use,new_emart_how_to_use,old_emart_product_faq,new_emart_product_faq
UPDATED,ok,2728,im-from-rice-toner-150ml,"I'M FROM Rice Toner 150ml","<div class=""ingredients-tab"">
<h3>Key Ingredients</h3>
<p>Unknown Brand এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>
<h3>ব্যবহারের নিয়ম</h3>
<p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>
<h3>Suitable For</h3>
<p>Sensitive skin-এ প্রথমে patch test করুন।</p>
<h3>সংরক্ষণ</h3>
<p>ঠান্ডা, শুকনো জায়গায় রাখুন। সূর্যালোক থেকে দূরে রাখুন।</p>
</div>","<div class=""ingredients-tab""> <h3>Key Ingredients</h3><p>Unknown Brand এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>",,"<h3>ব্যবহারের নিয়ম</h3><p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>",,
UPDATED,ok,2732,skinfood-black-sugar-mask-wash-off-exfoliator-100g,"Skinfood Black Sugar Mask Wash Off Exfoliator 100g","<div class=""ingredients-tab"">
<h3>Key Ingredients</h3>
<p>Skinfood এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>
<h3>ব্যবহারের নিয়ম</h3>
<p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>
<h3>Suitable For</h3>
<p>Sensitive skin-এ প্রথমে patch test করুন।</p>
<h3>সংরক্ষণ</h3>
<p>ঠান্ডা, শুকনো জায়গায় রাখুন। সূর্যালোক থেকে দূরে রাখুন।</p>
</div>","<div class=""ingredients-tab""> <h3>Key Ingredients</h3><p>Skinfood এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>",,"<h3>ব্যবহারের নিয়ম</h3><p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>",,
UPDATED,ok,2736,cosrx-all-about-snail-trial-kit-4pcs-kit,"COSRX All About Snail Trial Kit 4pcs kit","<div class=""ingredients-tab"">
<h3>Key Ingredients</h3>
<p>COSRX এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>
<h3>ব্যবহারের নিয়ম</h3>
<p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>
<h3>Suitable For</h3>
<p>Sensitive skin-এ প্রথমে patch test করুন।</p>
<h3>সংরক্ষণ</h3>
<p>ঠান্ডা, শুকনো জায়গায় রাখুন। সূর্যালোক থেকে দূরে রাখুন।</p>
</div>","<div class=""ingredients-tab""> <h3>Key Ingredients</h3><p>COSRX এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>",,"<h3>ব্যবহারের নিয়ম</h3><p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>",,
UPDATED,ok,2781,the-faceshop-rice-water-bright-foaming-cleanser-150ml,"The FaceShop Rice Water Bright Foaming Cleanser 150ml","<div class=""ingredients-tab"">
<h3>Key Ingredients</h3>
<p>Unknown Brand এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>
<h3>ব্যবহারের নিয়ম</h3>
<p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>
<h3>Suitable For</h3>
<p>Sensitive skin-এ প্রথমে patch test করুন।</p>
<h3>সংরক্ষণ</h3>
<p>ঠান্ডা, শুকনো জায়গায় রাখুন। সূর্যালোক থেকে দূরে রাখুন।</p>
</div>","<div class=""ingredients-tab""> <h3>Key Ingredients</h3><p>Unknown Brand এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>",,"<h3>ব্যবহারের নিয়ম</h3><p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>",,
UPDATED,ok,2809,innisfree-jeju-cherry-blossom-tone-up-cream-50ml,"Innisfree Jeju Cherry Blossom Tone Up Cream 50ml","<div class=""ingredients-tab"">
<h3>Key Ingredients</h3>
<p>Innisfree এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>
<h3>ব্যবহারের নিয়ম</h3>
<p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>
<h3>Suitable For</h3>
<p>Sensitive skin-এ প্রথমে patch test করুন।</p>
<h3>সংরক্ষণ</h3>
<p>ঠান্ডা, শুকনো জায়গায় রাখুন। সূর্যালোক থেকে দূরে রাখুন।</p>
</div>","<div class=""ingredients-tab""> <h3>Key Ingredients</h3><p>Innisfree এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>",,"<h3>ব্যবহারের নিয়ম</h3><p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>",,
UPDATED,ok,2851,innisfree-green-tea-cleansing-oil-150ml,"Innisfree Green Tea Hydrating Amino Cleansing Oil – 150ml","<div class=""ingredients-tab"">
<h3>Key Ingredients</h3>
<p>Innisfree এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>
<h3>ব্যবহারের নিয়ম</h3>
<p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>
<h3>Suitable For</h3>
<p>Sensitive skin-এ প্রথমে patch test করুন।</p>
<h3>সংরক্ষণ</h3>
<p>ঠান্ডা, শুকনো জায়গায় রাখুন। সূর্যালোক থেকে দূরে রাখুন।</p>
</div>","<div class=""ingredients-tab""> <h3>Key Ingredients</h3><p>Innisfree এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>",,"<h3>ব্যবহারের নিয়ম</h3><p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>",,
UPDATED,ok,2962,purito-centella-green-level-eye-cream-30ml,"Wonder Releaf Centella Eye Cream Unscented 30ml","<div class=""ingredients-tab"">
<h3>Key Ingredients</h3>
<p>Unknown Brand এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>
<h3>ব্যবহারের নিয়ম</h3>
<p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>
<h3>Suitable For</h3>
<p>Sensitive skin-এ প্রথমে patch test করুন।</p>
<h3>সংরক্ষণ</h3>
<p>ঠান্ডা, শুকনো জায়গায় রাখুন। সূর্যালোক থেকে দূরে রাখুন।</p>
</div>","<div class=""ingredients-tab""> <h3>Key Ingredients</h3><p>Unknown Brand এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>",,"<h3>ব্যবহারের নিয়ম</h3><p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>",,
UPDATED,ok,2966,purito-centella-unscented-serum-15ml,"PURITO Centella Unscented Serum 15ml","<div class=""ingredients-tab"">
<h3>Key Ingredients</h3>
<p>Unknown Brand এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>
<h3>ব্যবহারের নিয়ম</h3>
<p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>
<h3>Suitable For</h3>
<p>Sensitive skin-এ প্রথমে patch test করুন।</p>
<h3>সংরক্ষণ</h3>
<p>ঠান্ডা, শুকনো জায়গায় রাখুন। সূর্যালোক থেকে দূরে রাখুন।</p>
</div>","<div class=""ingredients-tab""> <h3>Key Ingredients</h3><p>Unknown Brand এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>",,"<h3>ব্যবহারের নিয়ম</h3><p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>",,
UPDATED,ok,2970,purito-defence-barrier-ph-cleanser-150ml,"PURITO Defence Barrier Ph Cleanser 150ml","<div class=""ingredients-tab"">
<h3>Key Ingredients</h3>
<p>Purito এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>
<h3>ব্যবহারের নিয়ম</h3>
<p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>
<h3>Suitable For</h3>
<p>Sensitive skin-এ প্রথমে patch test করুন।</p>
<h3>সংরক্ষণ</h3>
<p>ঠান্ডা, শুকনো জায়গায় রাখুন। সূর্যালোক থেকে দূরে রাখুন।</p>
</div>","<div class=""ingredients-tab""> <h3>Key Ingredients</h3><p>Purito এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>",,"<h3>ব্যবহারের নিয়ম</h3><p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>",,
UPDATED,ok,2972,purito-pure-vitamin-c-serum-60ml,"PURITO Pure Vitamin C Serum 60ml","<div class=""ingredients-tab"">
<h3>Key Ingredients</h3>
<p>Unknown Brand এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>
<h3>ব্যবহারের নিয়ম</h3>
<p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>
<h3>Suitable For</h3>
<p>Sensitive skin-এ প্রথমে patch test করুন।</p>
<h3>সংরক্ষণ</h3>
<p>ঠান্ডা, শুকনো জায়গায় রাখুন। সূর্যালোক থেকে দূরে রাখুন।</p>
</div>","<div class=""ingredients-tab""> <h3>Key Ingredients</h3><p>Unknown Brand এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>",,"<h3>ব্যবহারের নিয়ম</h3><p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>",,
UPDATED,ok,3008,missha-all-around-safe-block-soft-finish-sun-milk-spf50-pa-70ml,"Missha All Around Safe Block Soft Finish Sun Milk SPF50+/PA+++ 70ml","<div class=""ingredients-tab"">
<h3>Key Ingredients</h3>
<p>Missha এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>
<h3>ব্যবহারের নিয়ম</h3>
<p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>
<h3>Suitable For</h3>
<p>Sensitive skin-এ প্রথমে patch test করুন।</p>
<h3>সংরক্ষণ</h3>
<p>ঠান্ডা, শুকনো জায়গায় রাখুন। সূর্যালোক থেকে দূরে রাখুন।</p>
</div>","<div class=""ingredients-tab""> <h3>Key Ingredients</h3><p>Missha এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>",,"<h3>ব্যবহারের নিয়ম</h3><p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>",,
UPDATED,ok,3009,missha-all-around-safe-block-essence-sun-milk-spf50-pa-70ml,"Missha All Around Safe Block Essence Sun Milk SPF50+/PA+++ 70ml","<div class=""ingredients-tab"">
<h3>Key Ingredients</h3>
<p>Missha এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>
<h3>ব্যবহারের নিয়ম</h3>
<p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>
<h3>Suitable For</h3>
<p>Sensitive skin-এ প্রথমে patch test করুন।</p>
<h3>সংরক্ষণ</h3>
<p>ঠান্ডা, শুকনো জায়গায় রাখুন। সূর্যালোক থেকে দূরে রাখুন।</p>
</div>","<div class=""ingredients-tab""> <h3>Key Ingredients</h3><p>Missha এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>",,"<h3>ব্যবহারের নিয়ম</h3><p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>",,
UPDATED,ok,3018,missha-airy-fit-sheet-mask-rice,"Missha Airy Fit Sheet Mask (Rice)","<div class=""ingredients-tab"">
<h3>Key Ingredients</h3>
<p>Missha এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>
<h3>ব্যবহারের নিয়ম</h3>
<p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>
<h3>Suitable For</h3>
<p>Sensitive skin-এ প্রথমে patch test করুন।</p>
<h3>সংরক্ষণ</h3>
<p>ঠান্ডা, শুকনো জায়গায় রাখুন। সূর্যালোক থেকে দূরে রাখুন।</p>
</div>","<div class=""ingredients-tab""> <h3>Key Ingredients</h3><p>Missha এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>",,"<h3>ব্যবহারের নিয়ম</h3><p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>",,
UPDATED,ok,3060,missha-airy-fit-sheet-mask-pearl,"Missha Airy Fit Sheet Mask (Pearl)","<div class=""ingredients-tab"">
<h3>Key Ingredients</h3>
<p>Missha এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>
<h3>ব্যবহারের নিয়ম</h3>
<p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>
<h3>Suitable For</h3>
<p>Sensitive skin-এ প্রথমে patch test করুন।</p>
<h3>সংরক্ষণ</h3>
<p>ঠান্ডা, শুকনো জায়গায় রাখুন। সূর্যালোক থেকে দূরে রাখুন।</p>
</div>","<div class=""ingredients-tab""> <h3>Key Ingredients</h3><p>Missha এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>",,"<h3>ব্যবহারের নিয়ম</h3><p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>",,
UPDATED,ok,3065,nacific-phyto-niacin-whitening-essence-50ml,"Nacific Phyto Niacin Whitening Essence 50ml","<div class=""ingredients-tab"">
<h3>Key Ingredients</h3>
<p>Unknown Brand এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>
<h3>ব্যবহারের নিয়ম</h3>
<p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>
<h3>Suitable For</h3>
<p>Sensitive skin-এ প্রথমে patch test করুন।</p>
<h3>সংরক্ষণ</h3>
<p>ঠান্ডা, শুকনো জায়গায় রাখুন। সূর্যালোক থেকে দূরে রাখুন।</p>
</div>","<div class=""ingredients-tab""> <h3>Key Ingredients</h3><p>Unknown Brand এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>",,"<h3>ব্যবহারের নিয়ম</h3><p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>",,
UPDATED,ok,3071,nacific-fresh-herb-origin-serum,"Nacific Fresh Herb Origin Serum","<div class=""ingredients-tab"">
<h3>Key Ingredients</h3>
<p>Unknown Brand এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>
<h3>ব্যবহারের নিয়ম</h3>
<p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>
<h3>Suitable For</h3>
<p>Sensitive skin-এ প্রথমে patch test করুন।</p>
<h3>সংরক্ষণ</h3>
<p>ঠান্ডা, শুকনো জায়গায় রাখুন। সূর্যালোক থেকে দূরে রাখুন।</p>
</div>","<div class=""ingredients-tab""> <h3>Key Ingredients</h3><p>Unknown Brand এর এই product-এ carefully selected active ingredients আছে। Full INCI list original packaging-এ printed।</p>",,"<h3>ব্যবহারের নিয়ম</h3><p>পরিষ্কার skin-এ পরিমাণমতো নিয়ে আলতো massage করুন। চোখ এড়িয়ে চলুন।</p>",,
